اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,,#CALC!,#N/A
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,janna,butter mix,زبدة جنة مكس 1,100% طبيعية offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,كجم,,112,0,جنيه,,20251218_F1_flyer_8629_page_13.jpg,,,merged_cleansed_output.xlsx,8629,Dairy/Butter,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أطعمة- شيكولاتة وحلويات,schogetten,schogetten assorted chocolate,شيكولاتة ماكسيون 100 جم انواع,offer عرفة الفئة أطعمة- شيكولاتة وحلويات offer عرفة offer عرفة,جم,,112.95,0,جنيه,,20251225_F1_flyer_8707_page_44.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,العناية بالشعر,tresemmé,tresemmé shampoo,شامبو تريزيمي 400 ملل خصم 20%,خصم 20% offer عرفة الفئة العناية بالشعر offer عرفة offer عرفة,ملل,141.25,113,20,جنيه,,20251225_F1_flyer_8707_page_58.jpg,,113,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,العناية الشخصية,molped,molped sanitary pads,فوط صحية مولبد طويل او طويل جدا 36 او 40 او 44 فوطة,"Ultra Thin, Fresh Comfort, +4 Pads Free, +8 Odor Control offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة",عبوة,,114.75,0,جنيه,36 او 40 او 44 فوطة,20251218_F1_flyer_8629_page_22.jpg,,,merged_cleansed_output.xlsx,8629,Personal Care,العناية الشخصية,merged_cleansed_output.xlsx,,,,
عرفة,,,12/26/2025 15:48,أطعمة -الألبان ومنتجاتها,katilo,katilo roomy pure cheese,جبنة قتيلو رومي بيور 250 جم وزن,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة,250 gm,,115,0,جنيه,,SIM93_F2_flyer_8707_page_20.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,العناية الشخصية,molped,molped ultra family pads,مولبد ألترا فاميلي طويل أو طويل جداً (40 أو 36 ق),FAMILY PACK offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,عبوة,,115,0,جنيه,,20251225_F1_flyer_8707_page_67.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فراخ وطيور,الفرات,furat crispy chicken pane breasts,صدور بانية الفرات دجاج 1 كجم,offer عرفة الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer عرفة offer عرفة,1 كجم,,115,0,جنيه,,20251225_F1_flyer_8707_page_24.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,katilo,katilo roomy pure cheese,جبنة قتيلو رومي بيور,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,250 جم,,115,0,جنيه,,20251225_F1_flyer_8707_page_20.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-01-24,,12/18/2025 19:23,أطعمة مجمدة,el lehemy,beef burger,برجر اللحيمي بقري 20 قطعة 1 كجم اقتصادي,اقتصادي offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,1 kg (20 pieces),,115,0,جنيه,,20251218_F1_flyer_8629_page_12.jpg,,,merged_cleansed_output.xlsx,8629,Frozen Meat,أطعمة مجمدة,merged_cleansed_output.xlsx,,,,
عرفة,2020-01-08 to 2020-02-25,,12/25/2025 21:57,مطبخ (أدوات طهي),noval,noval frying pan,مقلاية نوفال كروى 18,خصم 50% على أضاف نوفال بواقي تصدير offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,,230,115,50,جنيه,,20251225_F1_flyer_8707_page_70.jpg,,115,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -حلوى,البوادي,halawa tahini plain,حلاوة طحينية البوادي سادة 760 جم,offer عرفة الفئة أطعمة -حلوى offer عرفة offer عرفة,جم,,115.95,0,جنيه,,20251225_F1_flyer_8707_page_52.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,العناية بالشعر,tresemmé,tresemmé keratin smooth hair conditioner,بلسم تريسمي للشعر نعومة الكرياتين 400 ملل,offer عرفة الفئة العناية بالشعر offer عرفة offer عرفة,ملل,,118,0,جنيه,,20251225_F1_flyer_8707_page_59.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/17/2025 16:39,أطعمة -فواكه وخضروات,,peeled garlic,توم مقشر,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,,,118.5,0,جنيه,,SIM90_F1_flyer_8593_page_5.jpg,,,merged_cleansed_output.xlsx,8593,Vegetables,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,مطبخ (أدوات طهي),,glass bowl set 17 cm 6 pcs,طقم بولة زجاج 17 سم 6 قطعة,offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,,149,119.95,19,جنيه,,20251225_F1_flyer_8707_page_73.jpg,,119.2,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -حلوى,kettle,big chips kettle premium,بطاطس بيج شيبسي كتيل بريميم 70-80 جم انواع,انواع offer عرفة الفئة أطعمة -حلوى offer عرفة offer عرفة,70-80 جم,,12.5,0,جنيه,,20251225_F1_flyer_8707_page_30.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -صلصات وتوابل,هارفست,white vinegar,خل هارفست ابيض 1 لتر,offer عرفة الفئة أطعمة -صلصات وتوابل offer عرفة offer عرفة,لتر,,12.5,0,جنيه,,20251225_F1_flyer_8707_page_52.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أدوات مائدة,mintra,mintra plastic lotus plate,طبق مينترا بلاستيك لوتس 7 بوصة,offer عرفة الفئة أدوات مائدة offer عرفة offer عرفة,,14,12.5,10,جنيه,,20251225_F1_flyer_8707_page_75.jpg,,12.46,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أطعمة مجمدة,السلام,goulash,جلاش السلام 350 جم كيس,offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,كيس,,12.75,0,جنيه,,20251225_F1_flyer_8707_page_17.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-01-02 to 2025-01-08,,12/25/2025 21:57,أطعمة -فراخ وطيور,,fresh marinated shish tawook,شيش طاووق متبل طازج وزن,offer عرفة الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer عرفة offer عرفة,,,120,0,جنيه,,20251225_F1_flyer_8707_page_4.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,العناية بالشعر,bobana,bobana coconut oil hair replacement,بديل زيت بوبانا 240 مل,offer عرفة الفئة العناية بالشعر offer عرفة offer عرفة,مل,,120,0,جنيه,,20251225_F1_flyer_8707_page_59.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة مجمدة,koki,chicken burger,برجر دجاج,كوكى 6 قطعة offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,6 قطعة,,123,0,جنيه,,20251225_F1_flyer_8707_page_28.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,عرفة,arafah red eggs 30 eggs wrapped tray,بيض عرفة احمر 30 بيضة طبق مغلف,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,طبق,,123,0,جنيه,,20251225_F1_flyer_8707_page_13.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2019-12-25 to 2020-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,المراعي,almarai burger slices cheese 10 pieces 200g,جبنة المراعي شرائح برجر 10 قطعة 200 جم,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,جم,,124,0,جنيه,,20251225_F1_flyer_8707_page_15.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,perbito,perbito irish red cheddar cheese,جبنة شيدر احمر بيربيتو ايرلندي 250 جم وزن,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,250 جم,,125,0,جنيه,,20251225_F1_flyer_8707_page_12.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,العناية الشخصية,axe,deodorant spray,مزيل عرق اكس اسبراي,offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,150 ملل,,125,0,جنيه,,20251225_F1_flyer_8707_page_60.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أسماك,gawharat al salam,renga gawharat al salam hollandi kabeer ahmar,رنجة جوهرة السلام هولندي كبير احمر,offer عرفة الفئة أسماك offer عرفة offer عرفة,كجم,,125,0,جنيه,,20251225_F1_flyer_8707_page_5.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,pino,mozzarella cheese,جبنة موزاريلا بينو,Mozzarella style shreds offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,كجم,,125,0,جنيه,,20251218_F1_flyer_8629_page_13.jpg,,,merged_cleansed_output.xlsx,8629,Dairy/Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,الأثاث,الخطاب,al-khattab princess rattan table,ترابيزة برنسيسة راتان الخطاب,offer عرفة الفئة الأثاث offer عرفة offer عرفة,قطعة,150,125,16,جنيه,,20251225_F1_flyer_8707_page_76.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,العناية الشخصية,renol,hand soap,رينول هاند سوب,offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,3.2 kg,,125.75,0,جنيه,,SIM95_F1_flyer_8707_page_62.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,العناية الشخصية,kamena,kamena shower gel assorted scents,كامينا شاور كبير روائح مختلفة,استمتعي بتجربة رائعة offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,750 مل + 750 مل,162.18,126.5,22,جنيه,,20251225_F1_flyer_8707_page_66.jpg,,126.5004,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -لحوم طازجة,,local mombar (by weight),ممبار بلدي وزن,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,,,129,0,جنيه,,20251218_F1_flyer_8629_page_4.jpg,,,merged_cleansed_output.xlsx,8629,Meat,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -معلبات / تونة,tolido,pineapple compote,كمبوت أناناس,offer عرفة الفئة أطعمة -معلبات / تونة offer عرفة offer عرفة,850 جرام,,129.95,0,جنيه,,20251225_F1_flyer_8707_page_49.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,العناية الشخصية,savannah,classic savannah soap,صابون سافانا كلاسيك 120 جم اسود,Softens and brightens the skin offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,جم,,13,0,جنيه,,20251218_F1_flyer_8629_page_23.jpg,,,merged_cleansed_output.xlsx,8629,Personal Care,العناية الشخصية,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -مخبوزات وحلويات,arafa,arafa muffin assorted types,مافن عرفة انواع قطعة,offer عرفة الفئة أطعمة -مخبوزات وحلويات offer عرفة offer عرفة,قطعة,,13.25,0,جنيه,,20251225_F1_flyer_8707_page_6.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -مشروبات,spiro spathis,cola,كولا,AUTHENTIC TASTE offer عرفة الفئة أطعمة -مشروبات offer عرفة offer عرفة,330 ml,,13.25,0,جنيه,,SIM95_F1_flyer_8707_page_45.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أطعمة -مشروبات,v7,v7 super soda cola,مياه غازية v7 كانز,أنواع offer عرفة الفئة أطعمة -مشروبات offer عرفة offer عرفة,300 ملل,,13.5,0,جنيه,,20251225_F1_flyer_8707_page_40.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -معلبات / تونة,tolido,foul medames,فول مدمس,offer عرفة الفئة أطعمة -معلبات / تونة offer عرفة offer عرفة,400 جرام,,13.5,0,جنيه,,20251225_F1_flyer_8707_page_49.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -حلوى,crush monster,crush monster snacks,سناكس كراش مونستر 70 جم انواع,انواع offer عرفة الفئة أطعمة -حلوى offer عرفة offer عرفة,70 جم,,13.95,0,جنيه,,20251225_F1_flyer_8707_page_30.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -حلوى,wilford,wilford jelly powder fruits / strawberry,جيلي ويلفورد بودر 80 جم فواكه / فراولة,offer عرفة الفئة أطعمة -حلوى offer عرفة offer عرفة,عبوة 80 جم,,13.95,0,جنيه,,20251225_F1_flyer_8707_page_35.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,perbito,perbito dutch maasdam gouda cheese,جبنة جودة بيربيتو مسدام هولندي 250 جم وزن,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,250 جم,,130,0,جنيه,,20251225_F1_flyer_8707_page_12.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,غسيل (مسحوق ),frida,frida fabric softener 4 liter,منعم فريدا فابريك للملابس 4 لتر,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,لتر,,132,0,جنيه,,20251218_F1_flyer_8629_page_21.jpg,,,merged_cleansed_output.xlsx,8629,Fabric Softener,غسيل (مسحوق ),merged_cleansed_output.xlsx,,,,
عرفة,,,12/17/2025 16:39,أطعمة -فواكه وخضروات,,sukari al-qassim dates,تمر سكرى القصيم,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,,,132.5,0,جنيه,,20251217_F1_flyer_8593_page_7.jpg,,,merged_cleansed_output.xlsx,8593,Fruits,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -لحوم مصنعة وأجبان,taste,smoked turkey thighs / paprika marinated,فصوص رومي تست بيور مدخن/ بابريكا متبلة 200 جم وزن,NATURAL 100% offer عرفة الفئة أطعمة -لحوم مصنعة وأجبان offer عرفة offer عرفة,200 جم,,135,0,جنيه,,20251225_F1_flyer_8707_page_19.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,مطبخ (أدوات طهي),hilal & negma matrix,hilal & negma matrix rectangular fridge container set,طقم ثلاجة الهلال والنجمة ماتريكس مستطيل 4 قطعة,offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,قطعة,165,135,18,جنيه,,20251225_F1_flyer_8707_page_75.jpg,,135.3,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -حلوى,larch,larch chocolate caramel covered and cocoa filled,شيكولاتة لارش كراميل مغطى ومحشو كاكاو 500 جم,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,500 gm,,135.95,0,جنيه,,20251218_F1_flyer_8629_page_18.jpg,,,merged_cleansed_output.xlsx,8629,Sweets/Confectionery,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -حلوى,kamara,kamara magic chocolate,شيكولاتة كمارا ماجيك 600 جم,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,600 gm,,135.95,0,جنيه,,20251218_F1_flyer_8629_page_18.jpg,,,merged_cleansed_output.xlsx,8629,Sweets/Confectionery,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-05 to 2025-01-08,,12/25/2025 21:57,أطعمة -حبوب وبقوليات,ريفي,premium white egyptian rice,ارز مصري ابيض فاخر,ارز ريفي 5 كجم شيكارة احمر offer عرفة الفئة أطعمة -حبوب وبقوليات offer عرفة offer عرفة,5 كجم شيكارة,,139.95,0,جنيه,,20251225_F1_flyer_8707_page_31.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-02-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -عسل,بسمة الملكة,basma el maleka honey clover flowers,عسل نحل بسمة الملكة زهور البرسيم 800 جم 2*1,offer عرفة الفئة أطعمة -عسل offer عرفة offer عرفة,عبوة,,139.95,0,جنيه,,20251225_F1_flyer_8707_page_41.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -زيوت ودهون,ريفي,reefy egyptian rice,ارز ريفي,الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,كجم,,139.95,0,جنيه,,20251218_F1_flyer_8629_page_14.jpg,,,merged_cleansed_output.xlsx,8629,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أجهزة منزلية,flamingo,flamingo electric coffee pot fixed base,كنكة قهوة فلامنجو كهربائية قاعدة ثابتة 500 ملل,offer عرفة الفئة بوتاجازات offer عرفة offer عرفة,ملل,175,139.95,20,جنيه,,20251225_F1_flyer_8707_page_77.jpg,,140,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,مناديل ورقية,nagham,nagham pocket tissues,مناديل نغم جيب 10 منديل كبير,offer عرفة الفئة مناديل ورقية offer عرفة offer عرفة,10 منديل,,14,0,جنيه,,20251225_F1_flyer_8707_page_56.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,مستلزمات منزلية,zein,pocket tissues,مناديل زينة جيب 10 منديل كبير,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,عبوة,,14,0,جنيه,,20251218_F1_flyer_8629_page_24.jpg,,,merged_cleansed_output.xlsx,8629,Household,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,مناديل ورقية,familia,familia pocket tissues,فاميليا مناديل جيب,offer عرفة الفئة مناديل ورقية offer عرفة offer عرفة,عبوة,,14.5,0,جنيه,,20251225_F1_flyer_8707_page_67.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,almarai,almarai yogo drink,مشروب المراعي يوجو أطعم 220 مل بلاستيك,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,220 مل,,14.75,0,جنيه,,20251225_F1_flyer_8707_page_14.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-18 to 2025-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,almarai,almarai laban natural,رايب المراعي طبيعي 220 ملل بلاستيك,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,ملل,,14.75,0,جنيه,,20251218_F1_flyer_8629_page_11.jpg,,,merged_cleansed_output.xlsx,8629,Dairy/Drinks,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-18 to 2025-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,almarai,almarai laban natural lemon mint,رايب المراعي طبيعي ليمون نعناع 220 ملل,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,ملل,,14.75,0,جنيه,,20251218_F1_flyer_8629_page_11.jpg,,,merged_cleansed_output.xlsx,8629,Dairy/Drinks,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-18 to 2025-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,almarai,almarai yo go strawberry yogurt drink,مشروب المراعي يوجو اطعم 220 ملل بلاستيك,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,ملل,,14.75,0,جنيه,,20251218_F1_flyer_8629_page_11.jpg,,,merged_cleansed_output.xlsx,8629,Dairy/Drinks,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -حلوى,today,today biscuit filled with dates,بسكويت توداي محشو بالتمر 45 جم 3 قطعة,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,"3 pieces, 45 gm",,14.95,0,جنيه,,20251218_F1_flyer_8629_page_18.jpg,,,merged_cleansed_output.xlsx,8629,Sweets/Confectionery,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -حلوى,today,today bar cake chocolate / caramel,كيك توادي بار بالشيكولاتة 1/ الكراميل قطعة 3 xl قطعة,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,3 xl pieces,,14.95,0,جنيه,,20251218_F1_flyer_8629_page_18.jpg,,,merged_cleansed_output.xlsx,8629,Sweets/Confectionery,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
عرفة,,,12/26/2025 15:48,أطعمة -الألبان ومنتجاتها,katilo,katilo low salt natural cheese,جبنة قتيلو ملح خفيف طبيعي 500 جم بلاستيك,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة,500 gm,,140,0,جنيه,,SIM93_F2_flyer_8707_page_20.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -لحوم طازجة,,rice kofta,كفتة ارز وزن,وزن offer عرفة الفئة أطعمة -لحوم طازجة offer عرفة offer عرفة,,,140,0,جنيه,,20251225_F1_flyer_8707_page_3.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,katilo,katilo low salt natural cheese,جبنة قتيلو ملح خفيف طبيعي,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,500 جم بلاستيك,,140,0,جنيه,,20251225_F1_flyer_8707_page_20.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-01-02 to 2025-01-08,,12/25/2025 21:57,العناية الشخصية,diva,diva shower gel,شاور جيل ديفا عطر السعادة 2 لتر,عطر السعادة offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,2 لتر,,140,0,جنيه,,20251225_F1_flyer_8707_page_57.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,maynz,maynz roquefort cheese,جبنة ريكفورد ماينز 250 جم وزن,250 جم وزن offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,kg,,140,0,جنيه,,20251218_F1_flyer_8629_page_7.jpg,,,merged_cleansed_output.xlsx,8629,Dairy / Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-01-24,,12/18/2025 19:23,أطعمة -لحوم طازجة,dayem,oriental sausages,سجق دايم شرقي 700 جم عائلي,عائلي offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,700 gm,,140,0,جنيه,,20251218_F1_flyer_8629_page_12.jpg,,,merged_cleansed_output.xlsx,8629,Processed Meat,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,غسيل (مستلزمات),velveta,velveta fabric softener & freshener,فلفيتا منعم ومعطر ملابس 3كجم 1ق انواع,انواع offer عرفة الفئة غسيل (مستلزمات) offer عرفة offer عرفة,3 كجم,,142,0,جنيه,,SIM98_F1_flyer_8707_page_63.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فواكه وخضروات,crystal,crystal vegetable ghee,سمن كريستال نباتي أبيض/اصفر 1.5 كجم,100% في مصانعنا offer عرفة الفئة أطعمة -فواكه وخضروات offer عرفة offer عرفة,1.5 كجم,,142.5,0,جنيه,,20251225_F1_flyer_8707_page_34.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
