 اسم السوبر ماركت	فترة سريان العرض	الفرع / الموقع	تاريخ تعديل ملف الفلاير	الفئة	اسم العلامة التجارية	اسم المنتج (الأساسي)	الاسم بالعربية	العبارة الترويجية	الوحدة	السعر الأصلي	السعر الحالي	الخصم %	العملة	قيود العرض	اسم ملف الفلاير	اسم المجلد الفرعي	الاحداثيات	الموثوقية	السعر المحسوب	solution_key	end_date	status	standard_supermarket_name	clean_name	matched_sku	matched_image	matched_name	matched_price	match_score	confidence	needs_review	match_method
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:48	أدوات تنظيف	White	Shoe Wipes	وايت مناديل مبلله للاحذية ٢٠ منديل	الفئة أدوات تنظيف		47.5	32.5	31	EGP		page_38.jpg	flyer_9835	[766, 429, 915, 578]	0.98	32.3	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	shoe wipes	6223001908326	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001908326.jpg	Handy Baby Wet Wipes - 40 ml	15.45	63.25925926	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:48	أدوات تنظيف	Saudi Sweep	Sponge	سعودي اسفنجة سويب ٣ قطع	الفئة أدوات تنظيف		44.95	36.95	17	EGP		page_38.jpg	flyer_9835	[604, 271, 753, 420]	0.97	36.859	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	spone	5449000226686	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/4/5449000226686.jpg	Sprite - 240 ml	14.95	54.54545455	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:48	غسيل الأطباق	Ludwik	Dishwasher Tablets Lemon or Mint	لودفيك اقراص ليمون او ليمون نعناع ٣٠ قرص ٢+١	Special Offer 2+1 الفئة غسيل الأطباق		693.9	519.95	25	EGP		page_38.jpg	flyer_9835	[442, 720, 591, 869]	0.98	520.425	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dishwasher tablets lemon or mint	6223014219365	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223014219365.jpg	Oxi Brite Lemon Dishwasher Capsules, 14 g - 30 Tablets	299.95	69.33333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:50	غسيل (مسحوق )	Persil	Persil Powder	برسيل بودر ٥ ك	الفئة غسيل (مسحوق )			219.95	0	EGP		page_39.jpg	flyer_9835	[640, 350, 860, 640]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	persil powder	5285001077441	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/2/5285001077441.jpeg	Esnad Paprika Powder - 75 g	78.75	60.60606061	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:50	غسيل (مسحوق )	Persil	Persil Gel Universal Lavender Rose	برسيل جل ٣ ل ك (يونيفرسال - لافندر - روز)	الفئة غسيل (مسحوق )			189.95	0	EGP		page_39.jpg	flyer_9835	[640, 665, 860, 955]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	persil el universal lavender rose	6221134031881	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221134031881.jpg	Snickers Lantern Wafer Rolls - 4+1 Pieces	48.95	58.82352941	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:50	غسيل (مسحوق )	Persil	Persil Gel Black	برسيل جل بلاك	الفئة غسيل (مسحوق )			164.95	0	EGP		page_39.jpg	flyer_9835	[400, 200, 620, 465]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	persil el black	6925250503191	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/9/6925250503191.jpg	Regal Thermos, 1 L - Black	1150	68.57142857	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:50	غسيل (مسحوق )	Perwoll	Perwoll Gel Colors Darks Sport	برقول جل ٢.٥ كجم (ألوان - غوامق - رياضي)	الفئة غسيل (مسحوق )			139.95	0	EGP		page_39.jpg	flyer_9835	[400, 520, 620, 795]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	perwoll el colors darks sport	6773505593240	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/7/6773505593240.jpg	CR7 Sports Drink with Grape - 591 ml	54.95	61.2244898	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:53	منظفات منزلية	Dettol	Dettol Wipes	ديتول مناديل مبلله	الفئة منظفات منزلية		299.85	189.95	36	EGP		page_40.jpg	flyer_9835	[189, 710, 346, 882]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dettol wipes	6223001361824	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001361824.jpg	Pepsi Diet - 400 ml	11.45	63.63636364	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:53	منظفات منزلية	Dettol	Dettol Kitchen & Bathroom Cleaner	ديتول منظف مطابخ وحمامات	الفئة منظفات منزلية		797.9	457.9	42	EGP		page_40.jpg	flyer_9835	[457, 710, 614, 882]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dettol kitchen bathroom cleaner	5000146059790	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5000146059790.jpg	Dettol Power Bathroom Cleaner - 500 ml	398.95	83.33333333	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:53	منظفات منزلية	Dettol	Dettol Floor Cleaner	ديتول منظف ارضيات	الفئة منظفات منزلية		489.9	369.95	24	EGP		page_40.jpg	flyer_9835	[369, 710, 526, 882]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dettol floor cleaner	5000146059783	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5000146059783.jpg	Dettol Power Kitchen Cleaner - 500 ml	398.95	70.83333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:53	منظفات منزلية	Dettol	Dettol Disinfectant	ديتول مطهر	الفئة منظفات منزلية		1299.9	694.95	46	EGP		page_40.jpg	flyer_9835	[444, 448, 601, 620]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dettol disinfectant	6223006126077	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006126077.jpg	Brix Disinfectant Bleach - 950 ml	21.45	65.11627907	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:53	العناية الشخصية	Dettol	Dettol Hand Wash	ديتول هاند ووش	الفئة العناية الشخصية		386.25	249.25	35	EGP		page_40.jpg	flyer_9835	[229, 448, 386, 620]	0.95		9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dettol h wash	6222048701976	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222048701976.jpg	Dettol Hand Wash Refreshing, 200 ml - Discount%	89.95	65	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:55	غسيل (مسحوق )	Vanish	Vanish Liquid Colors	فانيش سائل الوان	الفئة غسيل (مسحوق )		709.9	499.9	29	EGP		page_41.jpg	flyer_9835	[0, 0, 0, 0]	1	496.93	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	vanish liquid colors	6223006880764	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006880764.jpg	Dobella Liquid Vanilla - 100 ml	51.75	66.66666667	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:55	منظفات منزلية	Harpic	Harpic Toilet Cleaner (Assorted)	هاربيك (انواع)	الفئة منظفات منزلية		419.9	279.95	33	EGP		page_41.jpg	flyer_9835	[0, 0, 0, 0]	1	281.333	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	harpic toilet cleaner assorted	6222048700825	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222048700825.jpg	Harpic Active Fresh Toilet Cleaner with Pine - 700 ml	209.95	79.36507937	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:55	غسيل الأطباق	Finish	Finish Powerball Tablets Lemon	فينيش اقراص. 30 قرص ليمون	الفئة غسيل الأطباق		627.95	497.95	20	EGP		page_41.jpg	flyer_9835	[0, 0, 0, 0]	1	496.0805	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	finish powerball tablets lemon	6222048703543	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222048703543.jpg	Finish Quantum Lemon Dishwasher Tablets - Pack of 59 + 18	699.95	59.74025974	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:55	غسيل الأطباق	Finish	Finish Quantum Tablets	فينيش أقراص كوانتم	38 + 12 مجاناً الفئة غسيل الأطباق		597.95	449.95	24	EGP		page_41.jpg	flyer_9835	[0, 0, 0, 0]	1	448.4625	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	finish quantum tablets	6222048703543	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222048703543.jpg	Finish Quantum Lemon Dishwasher Tablets - Pack of 59 + 18	699.95	63.76811594	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:55	غسيل الأطباق	Finish	Finish Ultimate Sonic Tablets	فينيش أقراص ألترا سونيك	60 + 15 مجاناً الفئة غسيل الأطباق		674.95	654.95	2	EGP		page_41.jpg	flyer_9835	[0, 0, 0, 0]	1	654.7015	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	finish ultimate sonic tablets	6222048703567	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222048703567.jpg	Finish Ultra Sonic Dishwasher Tablets, Lemon - Pack of 60+15	654.95	72.5	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:57	تعطير الجو	Glade	Glade Multi Spray	جليد مالتي سبراي ٤٠٠ مل	الفئة تعطير الجو		62.95	44.95	28	EGP		page_42.jpg	flyer_9835	[0, 0, 0, 0]		44.6945	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	lade multi spray	6222021801228	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222021801228.jpg	Glade Go Multi-Spray Oriental - 460 ml	44.95	84.41860465	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:57	مبيدات	Raid, OFF!	Raid Flying Insect Killer + OFF! Spray	ريد مبيد للحشرات الطائرة ٤٠٠ مل + اوف سبراي ٤٠٠ مل	الفئة مبيدات		322.9	262.75	18	EGP		page_42.jpg	flyer_9835	[0, 0, 0, 0]		261.549	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	raid flyin insect killer off spray	6223001344827	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001344827.jpg	"Raid Odorless Flying Insect Killer Spray - 400 ml "	119.95	87.67123288	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:57	تعطير الجو	Glade	Glade Automatic Air Freshener Refill	جليد معطر غيار أوتوماتيك ٢٦٩ مل	الفئة تعطير الجو		149.45	119.45	20	EGP		page_42.jpg	flyer_9835	[0, 0, 0, 0]		119.56	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	lade automatic air ener refill	6223006131118	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006131118.jpg	Frida Automatic Air Freshener Refill, Meadows - 250 ml	119.95	91.15942029	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:07:57	منظفات منزلية	Pledge	Pledge Natural Furniture Polish	بليدج موبيليا طبيعي ٣٠٠ مل	الفئة منظفات منزلية		84.95	69.95	17	EGP		page_42.jpg	flyer_9835	[0, 0, 0, 0]		69.659	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	plede natural furniture polish	6223001343332	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001343332.jpg	Pledge Furniture Polish, Orange - 300 ml	69.95	96.20689655	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:00	أدوات تنظيف	Feba, Maxil	Feba Liquid Soap 4kg + Maxil Floor Cleaner 1L	فيبا صابون سائل 4 كجم + ماكسيل ارضيات 1 لتر	SALE الفئة أدوات تنظيف	4 kg + 1 liter		137.95	0	EGP		page_43.jpg	flyer_9835	[508, 100, 672, 380]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	feba liquid soap k maxil floor cleaner l	6223004146343	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223004146343.jpg	Feba Dishwashing Liquid 4L + Maxell Parquet Cleaner 1L	137.95	77.41573034	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:00	أدوات تنظيف	Clorel	Clorel Bleach (1050ml + 2x1 + 4x1 + Colors 1kg)	كلوريل (1050 مل + 2×1 + 4×1 + الوان 1 كجم)	SALE الفئة أدوات تنظيف	1050 ml + 2x1 + 4x1 + 1 kg		79.95	0	EGP		page_43.jpg	flyer_9835	[508, 600, 672, 960]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	clorel bleach x x colors k	6223000231609	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000231609.jpg	Clorel Bleach For Colors, Blue - 1000 ml	38.75	76.36363636	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:00	غسيل (مسحوق )	Velveta	Velveta Automatic Washing Machine Gel 3kg	فلفيتا جل لغسالات الاوتوماتيك 3 كجم 1 ق	SALE الفئة غسيل (مسحوق )	3 kg		174.45	0	EGP		page_43.jpg	flyer_9835	[778, 100, 942, 380]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	velveta automatic washin machine el k	6223000238387	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000238387.jpg	Velveta Automatic Gel for Sports Wear - 1.5 Liters	146.45	67.5	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:00	غسيل (مستلزمات)	Velveta	Velveta Concentrated Fabric Softener & Freshener 1L	فلفيتا منعم ومعطر مركز 1 لتر الروائح	SALE الفئة غسيل (مستلزمات)	1 liter		119.75	0	EGP		page_43.jpg	flyer_9835	[778, 370, 942, 630]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	velveta concentrated fabric softener ener l	6223000234488	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000234488_copy.jpg	Velveta Elegance Concentrated Fabric Softener - 1 Liter	119.75	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:00	أدوات تنظيف	Maxil	Maxil Toilet Cleaner 700ml (2 bottles)	ماكسيل منظف تواليت 700 مل 2 ق	SALE الفئة أدوات تنظيف	700 ml (x2)		99.95	0	EGP		page_43.jpg	flyer_9835	[778, 690, 942, 960]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	maxil toilet cleaner bottles	6223004146176	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223004146176.jpg	Maxell Toilet Cleaner, Sea Breeze - 500 ml	53.45	73.33333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	يومي	Yomi Men's Cotton V-neck T-shirt	يومي تي شيرت قطن رجالي رقبة V أبيض / أسود	الفئة مفروشات ومنسوجات		249.95	149.95	40	EGP		page_44.jpg	flyer_9835	[198, 409, 410, 569]	0.98	149.97	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	yomi men s cotton v neck t shirt	6624000371065	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/6/6624000371065.jpg	Sara's Jar  Honey & Walnut Greek Yogurt - 170 gm	68	53.125	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	جراند هاوس	Grand House Raghad Towel 50x90 cm	جراند هاوس فوطة رغد ٥٠*٩٠ الوان	الفئة مفروشات ومنسوجات		450	375	16	EGP		page_44.jpg	flyer_9835	[609, 239, 749, 399]	0.98	373.5	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house rahad towel x cm	6221346045515	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221346045515.jpg	Grand House Raghad Towel, 150*90 cm - Teal	375	96.2745098	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	يومي	Yomi Men's Cotton T-shirt Lycra	يومي تي شيرت قطن رجالي داخلي ليكرا - أبيض / أسود	الفئة مفروشات ومنسوجات		279.95	199.95	28	EGP		page_44.jpg	flyer_9835	[198, 239, 410, 399]	0.98	198.7645	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	yomi men s cotton t shirt lycra	5060166383046	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/e/c/ec32f1c1-c211-41ed-bfe1-09ec718eda4d.jpg	Sweet Grapes Cotton Candy - 35g	34.95	57.69230769	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	جراند هاوس	Grand House Raghad Towel 30x30 cm	جراند هاوس فوطة رغد ٣٠*٣٠ الوان	الفئة مفروشات ومنسوجات		39	32	17	EGP		page_44.jpg	flyer_9835	[439, 239, 579, 399]	0.98	31.98	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house rahad towel x cm	6221346045515	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221346045515.jpg	Grand House Raghad Towel, 150*90 cm - Teal	375	86.2745098	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مستلزمات منزلية	جراند هاوس	Grand House Kitchen Towels 3 Pieces	جراند هاوس فوط مطبخ ٣ قطع ٥٠*٣٠	الفئة مستلزمات منزلية		174.95	154.95	11	EGP		page_44.jpg	flyer_9835	[779, 239, 919, 399]	0.98	155.7055	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house kitchen towels pieces	6222018929539	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222018929539.jpg	Grand House Jakar Towel, Creamy - 3 Pieces	129.95	70.96774194	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	جراند هاوس	Grand House Raghad Towel 70x140 cm	جراند هاوس فوطة رغد ٧٠*١٤٠ الوان	الفئة مفروشات ومنسوجات		325	275	15	EGP		page_44.jpg	flyer_9835	[609, 409, 749, 569]	0.98	276.25	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house rahad towel x cm	6221346045515	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221346045515.jpg	Grand House Raghad Towel, 150*90 cm - Teal	375	86.2745098	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مستلزمات منزلية	جراند هاوس	Grand House Kitchen Potholder 1 Piece	جراند هاوس مساكة مطبخ اشكال ١ قطعة	الفئة مستلزمات منزلية		69.95	24.95	64	EGP		page_44.jpg	flyer_9835	[779, 409, 919, 569]	0.98	25.182	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house kitchen potholder piece	6225000928657	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000928657.jpg	Kitch.N Truffle Potato Balls - 10 Pieces	260	63.63636364	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	يومي	Yomi Men's Cotton V-neck Undershirt	يومي فانلة رجالي داخلية قطن رقبة V أبيض	الفئة مفروشات ومنسوجات		149.95	99.95	33	EGP		page_44.jpg	flyer_9835	[439, 409, 579, 569]	0.98	100.4665	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	yomi men s cotton v neck undershirt	6224009922062	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224009922062.jpg	Wonderville Cotton Candy Ice Cream - 150 ml	21.95	54.54545455	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:01	مفروشات ومنسوجات	جراند هاوس	Grand House Raghad Towel 90x50 cm	جراند هاوس فوطة رغد ٩٠*٥٠ الوان	الفئة مفروشات ومنسوجات		159	130	18	EGP		page_44.jpg	flyer_9835	[609, 579, 749, 739]	0.98	130.38	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	r house rahad towel x cm	6221346045515	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221346045515.jpg	Grand House Raghad Towel, 150*90 cm - Teal	375	86.2745098	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:03	أجهزة منزلية	FRESH	Smart Air Cooler 6 Liter	مبرد هواء ٦ لتر سمارت	HOT OFFER الفئة أجهزة منزلية		4999	4449	11	EGP		page_45.jpg	flyer_9835	[237, 675, 420, 955]	1	4449.11	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	smart air cooler liter	6223004509124	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223004509124.jpg	Mienta Air Cooler, 75 liter - Grey	5199	81.63265306	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:03	أجهزة منزلية	Tefal	Easy Fry Max Air Fryer 5 Liter	قلاية تحمير إيزي فراي ماكس ٥ لتر	HOT OFFER الفئة أجهزة منزلية		7699	3999	48	EGP		page_45.jpg	flyer_9835	[440, 675, 620, 955]	1	4003.48	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	easy fry max air fryer liter	4897129250098	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/4/8/4897129250098.jpg	Mienta Air Fryer - 4.2 Liter	5599	72	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:08:03	أجهزة منزلية	Tefal	Stand Fan 16 inch with remote	مروحة ستاند ١٦ بوصة بالريموت	HOT OFFER الفئة أجهزة منزلية		2999	2399	20	EGP		page_45.jpg	flyer_9835	[237, 360, 420, 640]	1	2399.2	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	st fan inch remote	6221103010718	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221103010718.png	Fresh Smart Stand Fan with Remote - 16 inch	1890	85.71428571	Good	FALSE	auto
